字段1,name,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14
https://yt3.ggpht.com/a/AGF-l7_pAUMBrwUj9lIAPzwKL1MKmb9q875ck73n2Q=s88-c-k-c0xffffffff-no-rj-mo,T-Series,"13,743","109,149,917","80,132,703,565",IN,Music,"Mar 13th, 2006",A++,1st,1st,1st,$729.7K - $11.7M,$8.8M - $140.1M
https://yt3.ggpht.com/a/AGF-l79wZ6qBUvS5bcIe_XVWu7cUdHEEZRUnK18Pcg=s88-c-k-c0xffffffff-no-rj-mo,Cocomelon - Nursery Rhymes,450,"57,589,567","36,543,911,279",US,Education,"Sep 1st, 2006",A++,8th,6th,2nd,$724.2K - $11.6M,$8.7M - $139M
https://yt3.ggpht.com/a/AGF-l781q8zs3cz_fY-pOJWwova6KjKIvh21M5uDrQ=s88-c-k-c0xffffffff-no-rj-mo,Câmeras Escondidas Programa Silvio Santos,"1,004","4,903,138","2,259,651,595",BR,Entertainment,"Nov 4th, 2013",A++,"1,521st","1,029th",3rd,$27.2K - $435.4K,$326.6K - $5.2M
https://yt3.ggpht.com/a/AGF-l7-hmOKbj0GCmESo33aNv0LU7xRD0179m--7BA=s88-c-k-c0xffffffff-no-rj-mo,Zee TV,"81,572","34,113,043","32,985,000,786",IN,Entertainment,"Dec 11th, 2005",A++,28th,7th,5th,$414.4K - $6.6M,$5M - $79.6M
https://yt3.ggpht.com/a/AGF-l78DPAXccWn_Vo9D9FdJ3bXiK8xkhb6MFYKFWg=s88-c-k-c0xffffffff-no-rj-mo,Like Nastya Vlog,294,"31,615,093","14,330,037,434",RU,People,"Dec 6th, 2016",A++,34th,82nd,6th,$242.6K - $3.9M,$2.9M - $46.6M
https://yt3.ggpht.com/a/AGF-l7_rrvu2vunZ4PEZ0fXnz78RaMK11j-Qrv1KZw=s88-c-k-c0xffffffff-no-rj-mo,SET India,"32,194","53,985,277","38,334,109,557",IN,Entertainment,"Sep 20th, 2006",A++,9th,2nd,7th,$428.1K - $6.9M,$5.1M - $82.2M
https://yt3.ggpht.com/a/AGF-l7_Ac1hbaoIX5kbqlDvGjW7ltsem37fhDKrgRg=s88-c-k-c0xffffffff-no-rj-mo,ABS-CBN Entertainment,"126,853","20,951,183","28,321,344,452",PH,Entertainment,"Jul 16th, 2008",A++,104th,9th,8th,$303.1K - $4.9M,$3.6M - $58.2M
https://yt3.ggpht.com/a/AGF-l78Fqw2O_7LmBzq4fKRx7T6P8tXAt7bxCRpfvg=s88-c-k-c0xffffffff-no-rj-mo,SAB TV,"24,829","22,689,361","20,195,821,260",IN,Entertainment,"Aug 4th, 2007",A++,84th,23rd,9th,$276K - $4.4M,$3.3M - $53M
https://yt3.ggpht.com/a/AGF-l788z_ZUqXrqW8qLNO-zITrOJmGlAjZiqIvVjg=s88-c-k-c0xffffffff-no-rj-mo,✿ Kids Diana Show,598,"33,396,641","11,694,717,971",US,Entertainment,"May 12th, 2015",A++,32nd,103rd,10th,$148.8K - $2.4M,$1.8M - $28.6M
https://yt3.ggpht.com/a/AGF-l78FfORhdn4_hbN5qrlhBH0YFpOSJRpXeN5Ghw=s88-c-k-c0xffffffff-no-rj-mo,La Virgen de Guadalupe Con Nosotros,"1,439","1,324,768","607,723,915",MX,Music,"Nov 15th, 2015",A+,"11,912th","5,071st",11th,$11K - $176.5K,$132.3K - $2.1M
https://yt3.ggpht.com/a/AGF-l7_C2tNqDMF7GlYc3QHq1Q5FNBCa-K0A5gVVYA=s88-c-k-c0xffffffff-no-rj-mo,Movieclips,"33,677","28,812,107","26,052,677,829",US,Film,"Apr 28th, 2006",A+,40th,10th,12th,$168K - $2.7M,$2M - $32.3M
https://yt3.ggpht.com/a/AGF-l79UlxHcihUOyCUgsaJqPy7nc4X3o1OilGANEQ=s88-c-k-c0xffffffff-no-rj-mo,Ghiền Phim,118,0,"1,080,240,509",US,Film,"Nov 17th, 2016",A+,"28,845,869th","33,346th",13th,$43.3K - $692.1K,$519K - $8.3M
https://yt3.ggpht.com/a/AGF-l78TSx-25XD6ClqXQDYI9Z4gn6Rq9eON1UCoFQ=s88-c-k-c0xffffffff-no-rj-mo,Vlad and Nikita,149,"25,520,462","10,250,059,503",US,,"Apr 23rd, 2018",A+,65th,124th,14th,$72.7K - $1.2M,$871.9K - $14M
https://yt3.ggpht.com/a/AGF-l7-o-FQ4aEdqCMNlLpCqpeF2kTtgTP33V8X5-g=s88-c-k-c0xffffffff-no-rj-mo,Zee Music Company,"4,179","42,068,261","19,353,538,622",IN,Music,"Mar 12th, 2014",A+,15th,20th,15th,$170.9K - $2.7M,$2.1M - $32.8M
https://yt3.ggpht.com/a/AGF-l78OAIxG47j2lbyuVCNK_YK-8-mBYiqtWv0U4w=s88-c-k-c0xffffffff-no-rj-mo,لا تحرمنا من رؤياك يا…,44,"2,368,462","166,194",MA,Tech,"Apr 13th, 2016",A+,"4,596th","16,845th",16th,$1 - $18,$14 - $219
https://yt3.ggpht.com/a/AGF-l7-JXrgTbV0Df7gzTZTTGi53X5pejNnn42R09g=s88-c-k-c0xffffffff-no-rj-mo,WWE,"43,011","47,477,237","34,977,544,252",US,Sports,"May 11th, 2007",A+,11th,3rd,17th,$207.4K - $3.3M,$2.5M - $39.8M
https://yt3.ggpht.com/a/AGF-l78zD7ggP1UrplNd190SyzMmNcKOSL67Y7S84g=s88-c-k-c0xffffffff-no-rj-mo,Lama Faché,796,"5,679,749","1,139,714,843",FR,Entertainment,"Feb 21st, 2016",A+,"1,192nd","1,889th",18th,$12.9K - $206.1K,$154.6K - $2.5M
https://yt3.ggpht.com/a/AGF-l7-3MPAlUOCiMTctlWwDpc7Q82qij22J5ZUjbA=s88-c-k-c0xffffffff-no-rj-mo,Toys and Colors,300,"14,916,915","9,374,216,938",US,Education,"Mar 17th, 2016",A+,210th,144th,19th,$95.6K - $1.5M,$1.1M - $18.4M
https://yt3.ggpht.com/a/AGF-l79pGu6-6u-Tqdso0SPsZMl9WOlAydFkfged2g=s88-c-k-c0xffffffff-no-rj-mo,one31,"69,173","18,310,420","13,370,627,384",TH,News,"Jan 10th, 2013",A+,144th,59th,21st,$117.4K - $1.9M,$1.4M - $22.5M
https://yt3.ggpht.com/a/AGF-l79UYVdnU4rI9eFJmir3DfTp4m8wGG9c-jvWSA=s88-c-k-c0xffffffff-no-rj-mo,Ryan ToysReview,"1,481","21,236,723","31,479,141,599",US,Entertainment,"Mar 17th, 2015",A+,102nd,4th,22nd,$157.8K - $2.5M,$1.9M - $30.3M
https://yt3.ggpht.com/a/AGF-l78upbUPgyQ8LSFNi6LAuEQ8n9Vler3wpeNETA=s88-c-k-c0xffffffff-no-rj-mo,Stacy Toys,212,"18,786,886","6,245,981,623",US,,"Nov 14th, 2017",A+,140th,274th,23rd,$59.8K - $956.2K,$717.2K - $11.5M
https://yt3.ggpht.com/a/AGF-l7_TIkFTbn3rR0WwWmqxxn1iKyMMlT2AWvu2tw=s88-c-k-c0xffffffff-no-rj-mo,Wave Music,"18,171","27,126,970","18,066,729,594",IN,Music,"Oct 29th, 2014",A+,47th,25th,25th,$147.3K - $2.4M,$1.8M - $28.3M
https://yt3.ggpht.com/a/AGF-l78VQWcwRS_IMwtQlDWE3QAuuJTbPjEA4g8TUQ=s88-c-k-c0xffffffff-no-rj-mo,netd müzik,"10,772","14,779,555","31,041,825,607",TR,Music,"Jan 23rd, 2014",A+,212th,5th,26th,$132.2K - $2.1M,$1.6M - $25.4M
https://yt3.ggpht.com/a/AGF-l79FVckie4j9WT-4cEW6iu3gPd4GivQf_XNSWg=s88-c-k-c0xffffffff-no-rj-mo,PewDiePie,"3,928","99,642,733","22,903,576,779",US,Entertainment,"Apr 29th, 2010",A+,3rd,11th,27th,$136K - $2.2M,$1.6M - $26.1M
https://yt3.ggpht.com/a/AGF-l78x3T7ChRLSqiVCXCphxYL7nBPfaSERNevWHw=s88-c-k-c0xffffffff-no-rj-mo,Badabun,"4,554","41,911,188","13,834,130,017",MX,Entertainment,"Oct 14th, 2014",A+,14th,49th,29th,$148.1K - $2.4M,$1.8M - $28.4M
https://yt3.ggpht.com/a/AGF-l79w7tPCOftbQI9v1KzZZlQMfuDlG9FSMFg4XA=s88-c-k-c0xffffffff-no-rj-mo,El Reino Infantil,753,"25,121,505","22,476,164,193",AR,Music,"Jun 2nd, 2011",A+,69th,12th,31st,$188.1K - $3M,$2.3M - $36.1M
https://yt3.ggpht.com/a/AGF-l78fUzdzcqZwMpmunw9hqnuwfP8iUMHcMZBpfg=s88-c-k-c0xffffffff-no-rj-mo,Solnishkam,33,"5,134,040","2,073,896,318",RU,Education,"Nov 13th, 2012",A+,"1,432nd","1,244th",32nd,$6.2K - $99.1K,$74.3K - $1.2M
https://yt3.ggpht.com/a/AGF-l7-CVBY848s9aR11ryrl5miBxbY4fBF3GdaSyg=s88-c-k-c0xffffffff-no-rj-mo,Lonely Λngel,679,"158,940","258,575,848",,Entertainment,"May 2nd, 2015",A+,"94,656th","26,990,859th",33rd,$1.6K - $26.3K,$19.7K - $315.3K
https://yt3.ggpht.com/a/AGF-l7_7-Eg19T_bN1P1usDEfSau3BunNGmoKuH63Q=s88-c-k-c0xffffffff-no-rj-mo,Funny Stacy,151,"13,362,482","4,127,482,950",,,"Apr 22nd, 2017",A+,268th,559th,34th,$35.5K - $567.9K,$425.9K - $6.8M
https://yt3.ggpht.com/a/AGF-l7_nQRCupGIAw-SIJiQsHAg8Cta3uYl4XbFXJg=s88-c-k-c0xffffffff-no-rj-mo,Eurovision Song Contest,"5,359","3,021,195","4,017,968,362",CH,Entertainment,"Mar 5th, 2006",A+,"3,245th",400th,35th,$6.3K - $101.2K,$75.9K - $1.2M
https://yt3.ggpht.com/a/AGF-l7-fTVkwTu4o_8Y2-RrQ5VY0nKvk-rIWpGvcAQ=s88-c-k-c0xffffffff-no-rj-mo,Agsunta,170,"714,988","233,435,698",PH,People,"Jan 4th, 2014",A+,"21,738th","1,923,138th",37th,$1.1K - $17.7K,$13.3K - $212.2K
https://yt3.ggpht.com/a/AGF-l7-5ZwU2Uhk1QBOEEssr58ZauYCJh0u5Qg4aEA=s88-c-k-c0xffffffff-no-rj-mo,ZingTV,"2,095","1,860,185","248,298,232",IN,Entertainment,"Dec 29th, 2006",A+,"6,382nd","2,407,417th",40th,$1.5K - $23.3K,$17.4K - $279.1K
https://yt3.ggpht.com/a/AGF-l7_OuJUjZWEdbJUIfhrJXAsiVCIlc9bfvnB4ow=s88-c-k-c0xffffffff-no-rj-mo,Johny FamilyShow,300,"9,233,134","3,250,691,270",US,,"Sep 4th, 2017",A+,533rd,857th,41st,$18.8K - $301K,$225.7K - $3.6M
https://yt3.ggpht.com/a/AGF-l7-NQdbfxI9mOxPjpTV5NZ34oHC56_TgbLIHAA=s88-c-k-c0xffffffff-no-rj-mo,BLACKPINK,247,"29,410,544","7,154,106,549",KR,People,"Jun 29th, 2016",A+,37th,187th,43rd,$72.3K - $1.2M,$867.4K - $13.9M
https://yt3.ggpht.com/a/AGF-l7-c82fT7vFIbGpzsK9hujUk3EH3TaBApjDWCA=s88-c-k-c0xffffffff-no-rj-mo,Fast Workers,28,"166,545","202,822,022",US,Music,"Aug 31st, 2006",A+,"90,954th","15,553rd",45th,$719 - $11.5K,$8.6K - $138K
https://yt3.ggpht.com/a/AGF-l7-GBSmCllsyxktQt0xDxIMmxyCkshDQO7jG0A=s88-c-k-c0xffffffff-no-rj-mo,SamsungIndia,142,"3,824,382","1,878,026,567",IN,Tech,"Jun 29th, 2009",A+,"2,297th","1,030th",46th,$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7_Ig-3kRzbVXf3NRh3XWDFVyzXRANCQsltkvQ=s88-c-k-c0xffffffff-no-rj-mo,5-Minute Crafts,"3,472","59,928,905","15,327,104,966",US,Howto,"Nov 15th, 2016",A+,7th,36th,47th,$123.9K - $2M,$1.5M - $23.8M
https://yt3.ggpht.com/a/AGF-l7_s5Pf3GYKd53ET2sInbQ87uVbawJBucWsFhw=s88-c-k-c0xffffffff-no-rj-mo,Family GamesTV,203,0,"4,338,850,692",US,Entertainment,"Jan 26th, 2016",A+,"28,905,757th",340th,48th,$31.8K - $508.3K,$381.2K - $6.1M
https://yt3.ggpht.com/a/AGF-l7_0QBkRf8ZLhI9zE4aVCX6KwQ8IlQtIJmoSYg=s88-c-k-c0xffffffff-no-rj-mo,OnisionSpeaks,"2,912","1,644,233","555,413,345",US,People,"Aug 11th, 2009",A+,"7,478th","5,375th",48th,$1.6K - $24.8K,$18.6K - $298.2K
https://yt3.ggpht.com/a/AGF-l79lAVmE3ulTnz8qRGs2U--ATN1C9oOgg2zPgg=s88-c-k-c0xffffffff-no-rj-mo,ESL Archives,"8,844","169,372","239,902,205",DE,Games,"May 26th, 2008",A+,"88,454th","58,414th",49th,$397 - $6.3K,$4.8K - $76.2K
https://yt3.ggpht.com/a/AGF-l7_T61FfwKxyz_YH7RTD71-Y29TqCYzk_4Ir=s88-c-k-c0xffffffff-no-rj-mo,Ed Sheeran,152,"41,553,624","17,765,583,194",GB,Music,"Aug 8th, 2006",A+,16th,22nd,50th,$77.7K - $1.2M,$932.8K - $14.9M
https://yt3.ggpht.com/a/AGF-l7-bVOJhlH9_NqNhsQ8U3HlrOWs02wmuCstk=s88-c-k-c0xffffffff-no-rj-mo,Las Ratitas,150,"16,331,578","5,053,431,670",ES,People,"Oct 18th, 2015",A,172nd,362nd,52nd,$41.6K - $665.5K,$499.1K - $8M
https://yt3.ggpht.com/a/AGF-l7-L6f8GxeWyGY40LHSpbsS7ZbWwAgIMgGXVBQ=s88-c-k-c0xffffffff-no-rj-mo,Smile Toys Review,120,0,"2,575,856,992",US,,"Mar 13th, 2018",A,"28,825,018th","1,494th",54th,$46.4K - $743.2K,$557.4K - $8.9M
https://yt3.ggpht.com/a/AGF-l7-ay4epMDT2yRhLVjTBXJ9q8i9BUdsjJV1D1g=s88-c-k-c0xffffffff-no-rj-mo,Toys And Little Gaby,271,"13,313,235","5,164,661,900",GB,Entertainment,"Oct 6th, 2012",A,272nd,334th,55th,$41.3K - $660.9K,$495.6K - $7.9M
https://yt3.ggpht.com/a/AGF-l7-3fBeacUrCLKhWiZNN9Z1KPxo_sdWqMyT6VQ=s88-c-k-c0xffffffff-no-rj-mo,POPS Kids,"6,602","8,952,186","8,506,690,363",VN,Music,"Jan 14th, 2014",A,564th,143rd,56th,$102.3K - $1.6M,$1.2M - $19.6M
https://yt3.ggpht.com/a/AGF-l79c9_OcRKrBmXWiffWo-DRg00_i_Ebe9bGCRQ=s88-c-k-c0xffffffff-no-rj-mo,Boram Tube ToysReview [보람튜브…,224,"13,836,066","4,214,431,611",KR,People,"May 18th, 2016",A,242nd,472nd,57th,$30K - $480.6K,$360.5K - $5.8M
https://yt3.ggpht.com/a/AGF-l7_c-sf36KWnlODMDZzQDGlawGQ1YR0-SmzOhQ=s88-c-k-c0xffffffff-no-rj-mo,KHANDESHI MOVIES,89,"11,781,108","3,351,738,699",IN,Comedy,"Nov 11th, 2013",A,339th,816th,59th,$60.4K - $966.6K,$725K - $11.6M
https://yt3.ggpht.com/a/AGF-l7_6XLLpYUEm5uzuft3L5I3kg19iC6MPtcxmVg=s88-c-k-c0xffffffff-no-rj-mo,shfa,431,"9,137,696","3,083,655,313",AE,Film,"Mar 29th, 2015",A,562nd,808th,60th,$88.3K - $1.4M,$1.1M - $16.9M
https://yt3.ggpht.com/a/AGF-l78NC4WsZgum6Mcy9EsBVSvD1OIkCOU0zXY7YA=s88-c-k-c0xffffffff-no-rj-mo,CKN Toys,565,"13,204,997","11,817,546,851",AU,Entertainment,"Mar 28th, 2015",A,275th,67th,61st,$49K - $784.6K,$588.5K - $9.4M
https://yt3.ggpht.com/a/AGF-l7_t4V2mtDYdwU96yyIqeDVwEDm35Qw0GdMRUQ=s88-c-k-c0xffffffff-no-rj-mo,Happy Lives,232,0,"3,025,374,512",US,Film,"Mar 15th, 2016",A,"28,887,631st",830th,62nd,$39.8K - $637K,$477.8K - $7.6M
https://yt3.ggpht.com/a/AGF-l7_LHm7x6q_Gm1A_YB2y0uzL7RbvEF1pLQo3=s88-c-k-c0xffffffff-no-rj-mo,Shemaroo,"6,727","18,230,728","8,639,574,776",IN,Entertainment,"Sep 1st, 2007",A,147th,130th,63rd,$104.9K - $1.7M,$1.3M - $20.1M
https://yt3.ggpht.com/a/AGF-l78ZFIEfy0js5x4XuVKa4HZVnBKrOgS_PrRkcw=s88-c-k-c0xffffffff-no-rj-mo,ABP NEWS,"130,975","15,898,988","4,285,744,695",IN,News,"Jun 1st, 2012",A,183rd,451st,64th,$64.7K - $1M,$776.1K - $12.4M
https://yt3.ggpht.com/a/AGF-l7-VfI2JCteVl7AhVXIj0GG1fhWv9V0XUj0XIg=s88-c-k-c0xffffffff-no-rj-mo,SonyMusicIndiaVEVO,"3,005","24,176,254","10,835,246,214",US,Music,"Sep 2nd, 2009",A,77th,83rd,66th,$102K - $1.6M,$1.2M - $19.6M
https://yt3.ggpht.com/a/AGF-l7_ce7N7fBJ7pVijKNsysrNtK3ieux7sGbVvvg=s88-c-k-c0xffffffff-no-rj-mo,Maya and Mary [EN],114,"5,461,938","1,691,579,867",US,Entertainment,"Aug 30th, 2013",A,"1,264th","2,875th",67th,$58.4K - $934.5K,$700.8K - $11.2M
https://yt3.ggpht.com/a/AGF-l7-pqWyzRYsKcfJ8mfeyBA0rXsEL5TFZKD6JFw=s88-c-k-c0xffffffff-no-rj-mo,Speed Records,"7,316","25,071,569","12,574,804,346",IN,Music,"Nov 22nd, 2012",A,68th,55th,68th,$68.9K - $1.1M,$826.2K - $13.2M
https://yt3.ggpht.com/a/AGF-l78qwXS3cEercRuIZwgTWgmMnoFItt22dwKc2A=s88-c-k-c0xffffffff-no-rj-mo,Nick Jr.,"2,877","8,196,353","6,695,998,796",US,Film,"Sep 27th, 2012",A,659th,215th,69th,$106.5K - $1.7M,$1.3M - $20.5M
https://yt3.ggpht.com/a/AGF-l7_XYYmYrEO_aAEwx5Bkq5F9KpKBtHnoF87Tvg=s88-c-k-c0xffffffff-no-rj-mo,ARY Digital,"20,278","9,164,645","4,786,903,079",PK,Entertainment,"Jul 11th, 2016",A,542nd,366th,70th,$59.3K - $948.6K,$711.5K - $11.4M
https://yt3.ggpht.com/a/AGF-l7_tpbND_jZ-WcDdm8MZbyvUIB8xzauVcwoKRg=s88-c-k-c0xffffffff-no-rj-mo,COUPLE IN LOVE,159,"3,366,051","6,524",BR,Entertainment,"Oct 9th, 2007",A,"2,540th","20,566th",71st,$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l79d1RjEk0DWQi6ydF7A83v3FVKE5V7TqH2lBQ=s88-c-k-c0xffffffff-no-rj-mo,Goldmines Telefilms,464,"26,745,941","4,251,448,926",IN,Film,"Jan 21st, 2012",A,52nd,542nd,71st,$89.8K - $1.4M,$1.1M - $17.2M
https://yt3.ggpht.com/a/AGF-l7-pFrCac7v3ZfUQPuigvoiKaDaMFCgeXyBdCg=s88-c-k-c0xffffffff-no-rj-mo,Jkk Entertainment,97,"10,326,700","2,855,749,301",IN,Comedy,"Mar 20th, 2017",A,449th,"1,144th",72nd,$67.9K - $1.1M,$815K - $13M
https://yt3.ggpht.com/a/AGF-l78kf4dz0_5f84x2Wjmle_4oQ8gz7dRApCZeRw=s88-c-k-c0xffffffff-no-rj-mo,Маша и Медведь,641,"25,373,987","21,062,542,122",RU,Film,"May 31st, 2011",A,67th,14th,74th,$133.6K - $2.1M,$1.6M - $25.6M
https://yt3.ggpht.com/a/AGF-l79e2MW4m1Fgrzj89iykBCF95-NTa31ZoZ_rPA=s88-c-k-c0xffffffff-no-rj-mo,TRANS7 OFFICIAL,"45,498","8,907,758","3,425,266,982",ID,Entertainment,"Sep 4th, 2014",A,573rd,779th,75th,$61.8K - $988.7K,$741.5K - $11.9M
https://yt3.ggpht.com/a/AGF-l7917SZRRRQZMr3s3TG1qkSPfR3FHYiRXpipww=s88-c-k-c0xffffffff-no-rj-mo,Twins,154,"554,586","225,734,955",DE,Entertainment,"Feb 6th, 2016",A,"27,302nd","12,726th",75th,$85 - $1.4K,$1K - $16.4K
https://yt3.ggpht.com/a/AGF-l79c1_f4uVuJjJG70mnu7mT3lJ5EFCGZh6Kugw=s88-c-k-c0xffffffff-no-rj-mo,ibighit,321,"28,355,885","6,644,916,779",KR,Music,"Jun 4th, 2008",A,41st,199th,76th,$56.9K - $910.9K,$683.2K - $10.9M
https://yt3.ggpht.com/a/AGF-l7-3POnXYv9WeLeJBKZAHdN2qZms-ZbQvTuSRQ=s88-c-k-c0xffffffff-no-rj-mo,Pinkfong! Kids' Songs & Stories,"1,360","22,239,820","9,615,306,509",US,Education,"Dec 14th, 2011",A,87th,99th,79th,$85.2K - $1.4M,$1M - $16.4M
https://yt3.ggpht.com/a/AGF-l79Y8FtdwXU_Bw9Cgpy2jqrzlcSUq2oJz3QHcw=s88-c-k-c0xffffffff-no-rj-mo,And TV,"28,260","6,807,326","4,737,551,607",IN,Entertainment,"Jan 2nd, 2015",A,883rd,370th,81st,$92.8K - $1.5M,$1.1M - $17.8M
https://yt3.ggpht.com/a/AGF-l7_5fw7fMSJzICm7SYHcwcRo8bQmF3KPHOwo8g=s88-c-k-c0xffffffff-no-rj-mo,PomPom,164,"6,782,788","1,892,135,055",US,Education,"Oct 1st, 2018",A,869th,"1,656th",84th,$9.2K - $146.9K,$110.1K - $1.8M
https://yt3.ggpht.com/-yeNgAe7YrqQ/AAAAAAAAAAI/AAAAAAAAAAA/dxWN5ASDPV0/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,KAYCEE & RACHEL in WONDERLAND,217,"4,471,083","2,478,696,515",PH,Entertainment,"Jan 20th, 2016",A,"1,486th",704th,85th,$53.3K - $853.4K,$640K - $10.2M
https://yt3.ggpht.com/a/AGF-l79S4FrOUo9crQs2nxlwuJKOeg4O5chZcaB6jA=s88-c-k-c0xffffffff-no-rj-mo,Felipe Neto,"1,935","34,076,273","7,797,845,345",BR,Entertainment,"May 16th, 2006",A,27th,150th,86th,$76.4K - $1.2M,$916.4K - $14.7M
https://yt3.ggpht.com/a/AGF-l7-SEBzTD7S5YBiTA40o-MKuZ0ljWweGBpHWFA=s88-c-k-c0xffffffff-no-rj-mo,Beam Copphone,"1,504","2,979,258","4,034,752,778",TH,Entertainment,"Sep 8th, 2012",A,"3,376th",498th,88th,$51.6K - $826.1K,$619.6K - $9.9M
https://yt3.ggpht.com/a/AGF-l79ZlwQBMTS_rfrwwbCwxX8z4QAqzj7e2yj4Rw=s88-c-k-c0xffffffff-no-rj-mo,RCTI - LAYAR DRAMA INDONESIA,"37,704","6,297,086","4,894,280,452",ID,Entertainment,"Jul 28th, 2015",A,"1,014th",345th,89th,$56.6K - $905.5K,$679.1K - $10.9M
https://yt3.ggpht.com/a/AGF-l782qh8BMNYsLvqqO-Out-CsWU9UIU78D-pzPw=s88-c-k-c0xffffffff-no-rj-mo,SMTOWN,"3,822","19,651,029","14,832,962,733",KR,Music,"Mar 18th, 2006",A,116th,35th,90th,$63K - $1M,$755.4K - $12.1M
https://yt3.ggpht.com/a-/ACSszfEM7XS2LNhJV2tsVUevyMxEUHcEIUy0dxfsrA=s88-mo-c-c0xffffffff-rj-k-no,Nursery Rhymes TV,32,0,"262,937,709",TW,,"Jul 2nd, 2018",A,"27,374,387th","10,974th",91st,$160.2K - $2.6M,$1.9M - $30.8M
https://yt3.ggpht.com/-gCBaW1J6lLQ/AAAAAAAAAAI/AAAAAAAAAAA/EGCCk7ugIqU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg,Việt Nam,74,0,"135,013,476",US,Entertainment,"Jul 23rd, 2015",A,"28,761,106th","22,389th",92nd,$32K - $512.2K,$384.2K - $6.1M
https://yt3.ggpht.com/a/AGF-l7_VP3K4LpQbleI3SDFYYlWG5J56zmeEXlX-=s88-c-k-c0xffffffff-no-rj-mo,redBus,256,"141,126","402,768,736",IN,Travel,"Nov 26th, 2010",A,"104,868th","7,869th",93rd,$1.7K - $26.8K,$20.1K - $321.3K
https://yt3.ggpht.com/a/AGF-l783nvd4pU-g-2_028ZCYxXzer1cogJiQAFA0g=s88-c-k-c0xffffffff-no-rj-mo,Kids Alison Show,30,"4,094,622","786,035,793",PE,Entertainment,"Feb 20th, 2016",A,"1,980th","13,231st",94th,$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l78ul_bJgxDQmLnCNbaHTnve8aZ1qfBGmmY6=s88-c-k-c0xffffffff-no-rj-mo,Inside Edition,"17,832","6,480,839","8,341,156,903",US,News,"Oct 9th, 2012",A,949th,129th,95th,$104.9K - $1.7M,$1.3M - $20.1M
https://yt3.ggpht.com/a/AGF-l78QvNB4SOGaSO8NP-OuK_A2UR_M1CELjbjqEg=s88-c-k-c0xffffffff-no-rj-mo,La Granja de Zenón,187,"15,570,795","7,698,054,966",AR,Music,"Jun 6th, 2013",A,191st,142nd,96th,$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l79HtinsAb-MKCQOdTd5v-iimNHImeOl7Zvx7A=s88-c-k-c0xffffffff-no-rj-mo,James Charles,230,"16,031,496","1,689,701,178",US,Entertainment,"Dec 1st, 2015",A,177th,"1,451st",97th,$14K - $223.6K,$167.7K - $2.7M
https://yt3.ggpht.com/a/AGF-l79bo-fAGlyGhAshf1JM1TaRYECjpPwPxNoMyQ=s88-c-k-c0xffffffff-no-rj-mo,Daddy Yankee,346,"24,159,200","8,737,383,764",PR,Music,"May 16th, 2011",A,76th,113th,98th,$57.1K - $913.5K,$685.1K - $11M
https://yt3.ggpht.com/a/AGF-l7-1ioZ_ix2PURztXWPbicZB0GA6ROO2b5sghQ=s88-c-k-c0xffffffff-no-rj-mo,Maria Clara & JP,440,"11,933,940","3,935,052,570",BR,People,"Sep 6th, 2015",A,332nd,639th,99th,$82.7K - $1.3M,$992.4K - $15.9M
https://yt3.ggpht.com/a/AGF-l79qDQebQCd1UWNzY9bpnImjfgNvKeDlyPEkVw=s88-c-k-c0xffffffff-no-rj-mo,BillieEilishVEVO,44,"827,924","2,567,821,606",,Music,"Aug 16th, 2016",A,"17,179th","1,279th",100th,$52.7K - $842.9K,$632.1K - $10.1M
https://yt3.ggpht.com/a/AGF-l7_WYuAHHUon81uAZDiIzc1bSiv-7rI7cbraFQ=s88-c-k-c0xffffffff-no-rj-mo,Tips Official,"2,646","21,491,959","8,952,622,688",IN,Music,"May 22nd, 2007",A,99th,118th,101st,$108.3K - $1.7M,$1.3M - $20.8M
https://yt3.ggpht.com/a/AGF-l7_PMQO1PNgWfDfAg19DSEREhgsCMvfbbk86Kw=s88-c-k-c0xffffffff-no-rj-mo,XpressTV,318,"10,868,228","1,816,631,949",MX,Entertainment,"Nov 17th, 2014",A,397th,"1,424th",104th,$16.2K - $259.1K,$194.3K - $3.1M
https://yt3.ggpht.com/a/AGF-l7-ROiKhg5NVKQBNoymqcqrIbZQ9qZVeuhyuRQ=s88-c-k-c0xffffffff-no-rj-mo,MalumaVEVO,109,"14,777,170","12,145,592,053",US,Music,"Jun 15th, 2011",A,207th,57th,105th,$58.3K - $932.5K,$699.4K - $11.2M
https://yt3.ggpht.com/a/AGF-l7-680UGrU4u9jqBp-vZAeSKcJ9mfqveKEGw1g=s88-c-k-c0xffffffff-no-rj-mo,Galinha Pintadinha,49,"18,222,654","12,630,051,110",BR,Film,"Aug 30th, 2006",A,146th,53rd,106th,$67.8K - $1.1M,$813.1K - $13M
