字段1,name,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14
https://yt3.ggpht.com/a/AGF-l7_73NcrgHx3Zt5EhlyyGO6wwmb0l4ayGh0WYw=s88-c-k-c0xffffffff-no-rj-mo,5-Minute Crafts TEENS,562,"4,757,549","922,700,009",,,"Feb 1st, 2019",A-,"1,653rd","11,303rd","1,149th",$46.3K - $741K,$555.8K - $8.9M
https://yt3.ggpht.com/a/AGF-l79GLaDs4ki3cWTkw_gK3PEcW0W66a1Ps8_Cqw=s88-c-k-c0xffffffff-no-rj-mo,Slime ASMR Videos,189,"418,378","106,929,205",ES,,"Jan 11th, 2018",A-,"37,206th","373,030th","1,150th",$6K - $95.9K,$72K - $1.2M
https://yt3.ggpht.com/a/AGF-l78xxA0IABHDbMRLpsXdyLYT178Xf0aFVCRO_w=s88-c-k-c0xffffffff-no-rj-mo,ANTV - Truyền hình Công an Nhân dân,"27,727","2,538,341","1,696,234,394",VN,News,"Jun 4th, 2015",A-,"4,209th","1,387th","1,151st",$10.1K - $162.3K,$121.8K - $1.9M
https://yt3.ggpht.com/a/AGF-l7-eEV_EmhGqjxPKrP6i9a6VT84n6U6cj5TvvA=s88-c-k-c0xffffffff-no-rj-mo,Mo Vlogs,"1,485","8,182,408","2,073,014,335",AE,People,"Sep 22nd, 2013",A-,650th,"1,015th","1,152nd",$7.5K - $120.7K,$90.5K - $1.4M
https://yt3.ggpht.com/a/AGF-l7_DJbqyVf-oYdB-Bz_BKNnHgpPi2JFwteKpSw=s88-c-k-c0xffffffff-no-rj-mo,Cleo y Cuquín - Canciones infantiles,186,"4,774,869","2,127,497,179",ES,Film,"Sep 1st, 2014",A-,"1,592nd","1,110th","1,154th",$28.4K - $454K,$340.5K - $5.4M
https://yt3.ggpht.com/a/AGF-l7_I9I0nbSBUhzz6amOyQVDhcCbjQ-mL2b8rwA=s88-c-k-c0xffffffff-no-rj-mo,Azteca Novelas y Series,"7,452","3,989,098","2,516,613,243",MX,Entertainment,"Apr 3rd, 2012",A-,"2,089th",759th,"1,155th",$19.2K - $306.9K,$230.2K - $3.7M
https://yt3.ggpht.com/a/AGF-l78bVB3E6K9J9IhRYqpWTssr-yYDhZQ0dUJ_Ag=s88-c-k-c0xffffffff-no-rj-mo,ThaliaVEVO,145,"2,322,420","3,415,027,719",US,Music,"Dec 2nd, 2009",A-,"4,725th",491st,"1,156th",$14.7K - $235.3K,$176.5K - $2.8M
https://yt3.ggpht.com/a/AGF-l7-a6QBV5n-nx8wDct9jGpv70QGUxn1jfK_TZA=s88-c-k-c0xffffffff-no-rj-mo,Willyrex,"4,995","14,741,366","3,745,092,649",ES,Games,"Aug 9th, 2009",A-,211th,415th,"1,158th",$12.4K - $197.9K,$148.4K - $2.4M
https://yt3.ggpht.com/a/AGF-l7-jyIWkiylJ-diQFBX30bjOIwyavNi8WCCv7g=s88-c-k-c0xffffffff-no-rj-mo,Kid Studio,"1,217","5,758,910","2,998,383,024",VN,Entertainment,"Jan 23rd, 2015",A-,"1,145th",566th,"1,159th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7-gYkFu1pjnVkm16Zrq9COKaeQnCvMI8yI1Xw=s88-c-k-c0xffffffff-no-rj-mo,SUPER SLIME SAM,187,"3,311,606","688,428,926",,,"Jan 23rd, 2018",A-,"3,097th","11,483rd","1,160th",$34.1K - $545.3K,$409K - $6.5M
https://yt3.ggpht.com/a/AGF-l78FnR19VG40oRiW9JYqcnesZcCVW5iDxB4TpA=s88-c-k-c0xffffffff-no-rj-mo,Báo Thanh Niên,"12,033","989,790","737,514,898",VN,News,"Apr 8th, 2016",A-,"16,955th","4,561st","1,161st",$7.6K - $121.8K,$91.4K - $1.5M
https://yt3.ggpht.com/a/AGF-l784cyZ-ax7YXFN1wJilfzjqmMgTzxRGDRVBtQ=s88-c-k-c0xffffffff-no-rj-mo,Pitbull,227,"12,515,788","369,696,211",US,Music,"Jul 5th, 2006",A-,292nd,"9,130th","1,162nd",$7.7K - $123.4K,$92.5K - $1.5M
https://yt3.ggpht.com/a/AGF-l79kNLc73tESH6WB2-erFLQN8IYWof-cqHtHqg=s88-c-k-c0xffffffff-no-rj-mo,BonBon TV,393,"1,058,680","700,725,180",VN,Entertainment,"May 3rd, 2017",A-,"14,857th","5,433rd","1,163rd",$5.4K - $86.6K,$65K - $1M
https://yt3.ggpht.com/a/AGF-l78W0qveKIyhLV0FtqrcScGPzz0zWtmBm8Pdhg=s88-c-k-c0xffffffff-no-rj-mo,Star Sports,"9,792","3,172,290","910,359,541",IN,Sports,"Dec 11th, 2006",A-,"3,017th","3,672nd","1,164th",$3.7K - $58.4K,$43.8K - $701.1K
https://yt3.ggpht.com/a/AGF-l7_-tJR78xzcFd3znkLJw8Jb8dX_Nv4XJ7HLTg=s88-c-k-c0xffffffff-no-rj-mo,寶寶巴士 - 兒歌童謠 - 卡通動畫,"1,267","1,788,147","936,790,544",TW,Education,"Nov 17th, 2012",A-,"6,929th","3,620th","1,165th",$9K - $143.7K,$107.8K - $1.7M
https://yt3.ggpht.com/a/AGF-l78Si05g-ZchozyBiJkjczWHDfq0NLOb5r5dLg=s88-c-k-c0xffffffff-no-rj-mo,米津玄師,52,"4,155,854","2,076,125,485",JP,Music,"Mar 31st, 2010",A-,"1,961st","1,122nd","1,166th",$20.2K - $322.6K,$242K - $3.9M
https://yt3.ggpht.com/a/AGF-l79SkHx-rNUdBzMxLoTcDqDRRr7TE37iZPij0g=s88-c-k-c0xffffffff-no-rj-mo,UnspeakableGaming,"2,118","7,709,178","2,671,389,577",US,Games,"Oct 9th, 2012",A-,721st,764th,"1,167th",$27.4K - $438K,$328.5K - $5.3M
https://yt3.ggpht.com/a/AGF-l78juGVkSdBEfvWHEuLKhPRpAvBO9hkqya03ww=s88-c-k-c0xffffffff-no-rj-mo,Hello MaKar,241,"3,276,985","805,873,450",US,,"Jan 27th, 2017",A-,"2,828th","3,054th","1,168th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l79gghLTAcK7LHV5Kh1nrZx9PvFAxVhO4GnUTg=s88-c-k-c0xffffffff-no-rj-mo,DoorDash,42,"1,559","133,439,013",,,"Jun 23rd, 2014",A-,"3,742,840th","41,951st","1,169th",$2.5K - $40.6K,$30.4K - $487.1K
https://yt3.ggpht.com/a/AGF-l78jo6mk1sly7IHGP34ifRl64K2Nte30bO4GhA=s88-c-k-c0xffffffff-no-rj-mo,Distrito Comedia,"1,103","1,867,622","1,190,731,020",MX,Entertainment,"Apr 8th, 2013",A-,"6,692nd","2,760th","1,171st",$23.3K - $373.1K,$279.8K - $4.5M
https://yt3.ggpht.com/a/AGF-l7-1MBknskqT8lOtlxl5f6aWHXl3wWjc1W1Hbw=s88-c-k-c0xffffffff-no-rj-mo,Canal IN,302,"14,339,723","1,696,075,562",BR,,"Jul 21st, 2017",A-,231st,"1,488th","1,172nd",$18.3K - $292.8K,$219.6K - $3.5M
https://yt3.ggpht.com/a/AGF-l7-frP0P1hfp0ZRtAUzo0LAqZOI-f3MbhjhtRg=s88-c-k-c0xffffffff-no-rj-mo,➜FavijTV™,"2,137","5,455,332","3,084,995,029",IT,Games,"Dec 8th, 2012",A-,"1,276th",574th,"1,173rd",$15K - $240.5K,$180.4K - $2.9M
https://yt3.ggpht.com/a/AGF-l7_90Khmm7mutzYzYxJrtF3Hjafv3O1Qjngu7Q=s88-c-k-c0xffffffff-no-rj-mo,Telecom Egypt,143,"341,097","298,327,994",EG,Tech,"Nov 22nd, 2009",A-,"45,848th","20,026th","1,174th",$11.4K - $181.7K,$136.3K - $2.2M
https://yt3.ggpht.com/a/AGF-l78nib-MTcZhNrfh7Xe2z3yFuU7bx9Z9N_D7dQ=s88-c-k-c0xffffffff-no-rj-mo,Tony TV,426,"1,731,195","833,216,670",VN,Entertainment,"Jul 4th, 2016",A-,"7,722nd","5,866th","1,175th",$29.8K - $476.6K,$357.5K - $5.7M
https://yt3.ggpht.com/a/AGF-l7__CcLBx0ATNQ04aTiU7Wzbnsgg_psRj9v2hQ=s88-c-k-c0xffffffff-no-rj-mo,Little LaVignes,118,"249,006","24,029",US,People,"Aug 29th, 2015",A-,"60,429th","13,830,453rd","1,177th",$3 - $53,$40 - $638
https://yt3.ggpht.com/a/AGF-l788wPLuDgCWT8uhp43H5qyDfhgqIeOajiZBoQ=s88-c-k-c0xffffffff-no-rj-mo,hollywoodclips22,"1,285","1,056,135","1,180,610,662",,People,"Jan 13th, 2016",A-,"14,519th","2,652nd","1,178th",$18.8K - $301.3K,$226K - $3.6M
https://yt3.ggpht.com/a/AGF-l79CUJDBR1xRgxxDYwkUmTnSOQJifJ6nUD9-Sw=s88-c-k-c0xffffffff-no-rj-mo,A4,120,"10,914,695","723,312,259",BY,Entertainment,"Nov 29th, 2014",A-,399th,"6,139th","1,179th",$14.5K - $232.5K,$174.4K - $2.8M
https://yt3.ggpht.com/a/AGF-l7_LgS3kG3e1wwaGSkFg_O2ai-y8VojpozuU_g=s88-c-k-c0xffffffff-no-rj-mo,Polimer News,"95,855","2,253,703","1,074,145,517",IN,News,"Dec 5th, 2014",A-,"4,998th","2,915th","1,180th",$16.3K - $261.2K,$195.9K - $3.1M
https://yt3.ggpht.com/a/AGF-l7_okpaDkaRQRnBQPrBso5Gz6vFKymiZHyH3IA=s88-c-k-c0xffffffff-no-rj-mo,ABC KIDS TV,51,0,"802,628,139",US,,"Apr 17th, 2017",A-,"28,800,918th","3,904th","1,181st",$838 - $13.4K,$10.1K - $160.9K
https://yt3.ggpht.com/a/AGF-l792dLbAXzbI2MN5NNW5VWJ7y4F3cyqYxy1VJw=s88-c-k-c0xffffffff-no-rj-mo,Oops Banana,"1,156","4,072,623","1,406,097,633",VN,Games,"May 12th, 2015",A-,"2,014th","1,855th","1,182nd",$14.5K - $231.5K,$173.6K - $2.8M
https://yt3.ggpht.com/a/AGF-l78ZZmBda9CtZdyuwwFUkUHTgHMmViW18dPPuw=s88-c-k-c0xffffffff-no-rj-mo,kevingatesTV,270,"5,214,199","3,648,228,035",US,Music,"Feb 3rd, 2012",A-,"1,381st",450th,"1,184th",$18.2K - $291K,$218.2K - $3.5M
https://yt3.ggpht.com/a/AGF-l7-HiOR2NxK13UQw6RE35QGv6XfH4K8_WuBckQ=s88-c-k-c0xffffffff-no-rj-mo,SHOPEE Indonesia,505,"345,991","936,553,754",ID,People,"Jan 21st, 2015",A-,"46,293rd","2,909th","1,185th",$11.3K - $181.6K,$136.2K - $2.2M
https://yt3.ggpht.com/a/AGF-l7-G88uR0s1HB2xJTI1hcnw23oCnCC8Bf05mIg=s88-c-k-c0xffffffff-no-rj-mo,#Refúgio Mental,371,"9,551,758","1,433,185,002",,Entertainment,"Aug 9th, 2013",A-,508th,"1,582nd","1,186th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l78fmJbY-ErXPfY6msCfiCE-7wVxpXO7wLXrsw=s88-c-k-c0xffffffff-no-rj-mo,Dessin Animé pour Enfants,36,"5,493,149","1,632,370,685",,,"Sep 25th, 2017",A-,"1,270th","1,541st","1,187th",$9.6K - $154.4K,$115.8K - $1.9M
https://yt3.ggpht.com/a-/AN66SAw_db2NwSSMVvmLb1J4QM5LveiWMUlih-Cm4A=s88-mo-c-c0xffffffff-rj-k-no,Bino Toon,50,0,"55,666,603",,People,"Oct 22nd, 2015",A-,"28,679,045th","55,004th","1,188th",$40.1K - $641.3K,$480.9K - $7.7M
https://yt3.ggpht.com/a/AGF-l7-Ym2aJQMwzGK_3_uDVR6gYxkbpvme__vLTgQ=s88-c-k-c0xffffffff-no-rj-mo,Amazon India,903,"1,147,837","808,491,547",IN,Entertainment,"Mar 18th, 2013",A-,"11,325th","3,735th","1,190th",$12.4K - $198.5K,$148.9K - $2.4M
https://yt3.ggpht.com/a/AGF-l790NLUwkju88A-AuqPDWltEuYG5ULTm3sNWIA=s88-c-k-c0xffffffff-no-rj-mo,Carter Sharer,216,"5,409,346","950,039,670",US,Entertainment,"Sep 24th, 2009",A-,"1,300th","3,583rd","1,191st",$14.4K - $229.9K,$172.4K - $2.8M
https://yt3.ggpht.com/a/AGF-l79ft2kpXg5fBWyHkhrLfwxqJB079JDQy5EBTg=s88-c-k-c0xffffffff-no-rj-mo,Shemaroo Comedy,"1,036","4,857,038","1,267,134,392",IN,Comedy,"Jan 31st, 2007",A-,"1,558th","2,191st","1,192nd",$3K - $48.5K,$36.4K - $582.3K
https://yt3.ggpht.com/a/AGF-l7_eQW8HfkNMh5Ji14tpi3jkFd8Bovj94gp-5w=s88-c-k-c0xffffffff-no-rj-mo,Vision Time Tamil,"8,148","1,940,565","1,160,291,224",IN,Entertainment,"Jul 15th, 2013",A-,"6,124th","2,670th","1,193rd",$14.6K - $234.1K,$175.6K - $2.8M
https://yt3.ggpht.com/a/AGF-l78m5ai-SO1pkl-pVncWD1YlbOWSdIzX2L8Bgw=s88-c-k-c0xffffffff-no-rj-mo,TiempodeSol,181,"3,298,071","1,425,070,674",ES,Education,"Mar 26th, 2013",A-,"2,892nd","1,997th","1,194th",$20.3K - $324.8K,$243.6K - $3.9M
https://yt3.ggpht.com/a/AGF-l79n2CjjDZ9BuK02PqK5TDB_V35cbaWpwtHe9g=s88-c-k-c0xffffffff-no-rj-mo,Mark Production,223,"1,432,103","471,872,981",UA,People,"Jul 19th, 2017",A-,"9,465th","6,829th","1,196th",$7.7K - $122.4K,$91.8K - $1.5M
https://yt3.ggpht.com/a/AGF-l7_HB1SIasOY-qgWQFVGrDa87FEMWFUrsPS41w=s88-c-k-c0xffffffff-no-rj-mo,Mmedia Mreza,582,"128,627","30,517,257",RS,Entertainment,"Nov 21st, 2014",A-,"113,984th","6,415,663rd","1,197th",$90 - $1.4K,$1.1K - $17.3K
https://yt3.ggpht.com/a/AGF-l7-VgFLKLZHY4ri9TcQYvjVkNoNvDoT3TOQqYg=s88-c-k-c0xffffffff-no-rj-mo,Mila Toys,40,0,"283,924,672",US,People,"Apr 24th, 2016",A-,"28,909,793rd","10,998th","1,197th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7_ogNWGD9ptRNg2FNG0W6LSx5jkN0maXCGYhA=s88-c-k-c0xffffffff-no-rj-mo,"SLICK SLIME SAM - DIY, Comedy, Science for…",451,"2,977,071","1,072,570,206",US,,"Oct 10th, 2017",A-,"3,351st","3,174th","1,198th",$20.4K - $327K,$245.3K - $3.9M
https://yt3.ggpht.com/a/AGF-l79FzzVUE5u4ArnCZf3rTo4wKyy4lWLlyKlHKw=s88-c-k-c0xffffffff-no-rj-mo,Daftar Populer,"1,547","6,811,451","956,800,425",ID,News,"Jan 16th, 2017",A-,876th,"3,261st","1,199th",$11.7K - $186.5K,$139.9K - $2.2M
https://yt3.ggpht.com/a/AGF-l79HiVQRrlgMvJuY20HSkM3G4L_4qkhZvHE_ug=s88-c-k-c0xffffffff-no-rj-mo,HaAshVEVO,134,"4,110,607","4,685,593,657",US,Music,"Oct 15th, 2009",A-,"1,970th",300th,"1,200th",$15.2K - $243.6K,$182.7K - $2.9M
https://yt3.ggpht.com/a/AGF-l7-VPokLXRoQFZPWYbLC2ZnTYyrHiCbOmegNbw=s88-c-k-c0xffffffff-no-rj-mo,BBGro,69,"2,466,006","686,692,416",US,Entertainment,"Dec 30th, 2017",A-,"4,422nd","6,028th","1,201st",$12.4K - $198.6K,$148.9K - $2.4M
https://yt3.ggpht.com/a/AGF-l7_flB6v7vs6r-ad2YQr6RBllw4j1vbFO3qYSQ=s88-c-k-c0xffffffff-no-rj-mo,Brianna's Secret Club TH,"1,056","3,820,050","1,485,986,979",TH,Entertainment,"Mar 17th, 2017",A-,"2,269th","1,737th","1,202nd",$15.3K - $245.6K,$184.2K - $2.9M
https://yt3.ggpht.com/a/AGF-l78SPJysUZuBCk588sPz1WxhyEhkK1X4tWYM-Q=s88-c-k-c0xffffffff-no-rj-mo,Alhayah Series TV,"6,041","3,456,359","1,809,414,652",EG,Entertainment,"Jul 7th, 2013",A-,"2,630th","1,338th","1,203rd",$13.6K - $217.1K,$162.8K - $2.6M
https://yt3.ggpht.com/a/AGF-l7-qrHfAVFDW3ZUOgJ2zjcZA5gyt1AqdLdm_nA=s88-c-k-c0xffffffff-no-rj-mo,ZEE5,"6,829","2,420,800","1,086,389,508",IN,,"Feb 13th, 2018",A-,"4,521st","2,966th","1,205th",$16.2K - $259.6K,$194.7K - $3.1M
https://yt3.ggpht.com/a/AGF-l7_asRXeJvOXqcxVHgdRWJFbF8-pPV558EMBrQ=s88-c-k-c0xffffffff-no-rj-mo,Milena & Stesha Kids TV,17,"2,160,413","494,406,054",US,Entertainment,"Nov 18th, 2016",A-,"5,272nd","6,251st","1,206th",$3.7K - $59.3K,$44.5K - $711.7K
https://yt3.ggpht.com/a/AGF-l7_fkNgBUL9U_TmrDmFR9LYp5L1Okp7TB_PChA=s88-c-k-c0xffffffff-no-rj-mo,MD Entertainment,"9,623","2,638,813","1,187,482,009",ID,Entertainment,"Nov 6th, 2013",A-,"3,986th","2,571st","1,208th",$15.8K - $252.1K,$189.1K - $3M
https://yt3.ggpht.com/a/AGF-l78hXQ3p8UI8OW5QtFML7lGtM0OtFfGpCbMnqA=s88-c-k-c0xffffffff-no-rj-mo,Eşkıya Dünyaya Hükümdar Olmaz,819,"696,301","619,442,508",TR,,"Sep 18th, 2018",A-,"21,552nd","6,023rd","1,209th",$6K - $95.8K,$71.8K - $1.1M
https://yt3.ggpht.com/a/AGF-l78pdY9htSMRQ8vwJ9YvhTo8Zw0dN5w9e8_Qjw=s88-c-k-c0xffffffff-no-rj-mo,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,"8,836","9,450,494","4,701,044,536",ES,Games,"Oct 29th, 2012",A-,514th,301st,"1,210th",$19.1K - $306.1K,$229.5K - $3.7M
https://yt3.ggpht.com/a/AGF-l7-5evW5lwDz9Zg_9OqT-8_Kq0tWPIyiPtGveA=s88-c-k-c0xffffffff-no-rj-mo,iggyazaleamusicVEVO,64,"5,128,893","2,944,658,762",AU,Music,"Feb 25th, 2013",A-,"1,408th",611th,"1,212th",$12.9K - $206.2K,$154.6K - $2.5M
https://yt3.ggpht.com/a/AGF-l7-YTR0lqV00Q-GTBTLvFviftH4LOOVmTqwJ3Q=s88-c-k-c0xffffffff-no-rj-mo,Mikaelare,68,"26,347","30,496,451",TN,Games,"Sep 19th, 2011",A-,"409,120th","3,612,286th","1,214th",$8 - $133,$100 - $1.6K
https://yt3.ggpht.com/a/AGF-l78nmyZrN0bYnAlEdbLPDskV_mwqz0hhusoClQ=s88-c-k-c0xffffffff-no-rj-mo,AuronPlay,388,"17,594,424","2,243,964,903",ES,Comedy,"Feb 28th, 2006",A-,151st,979th,"1,216th",$16K - $256K,$192K - $3.1M
https://yt3.ggpht.com/a/AGF-l78yuC7RbanKj-R3GDTwZ6SsjFKeBG3zSRJ2hw=s88-c-k-c0xffffffff-no-rj-mo,THVL Giải Trí,"17,690","3,613,602","3,240,287,110",VN,Entertainment,"Feb 20th, 2016",A-,"2,445th",543rd,"1,217th",$15.9K - $254K,$190.5K - $3M
https://yt3.ggpht.com/a/AGF-l7_BwEDk7W3lkH0ZOXtd3tgFiUr6D2bBS52zkQ=s88-c-k-c0xffffffff-no-rj-mo,CliveNBAParody,"4,226","1,296,209","1,052,115,869",US,Sports,"May 28th, 2013",A-,"10,750th","2,778th","1,218th",$3.1K - $50K,$37.5K - $600.2K
https://yt3.ggpht.com/a/AGF-l7923LLvcMzGu1s3D_yYl7qdxrSoEdRj-Sm8bQ=s88-c-k-c0xffffffff-no-rj-mo,penguinz0,"1,966","3,865,769","1,219,624,326",US,Games,"May 7th, 2007",A-,"2,193rd","2,381st","1,219th",$14.5K - $232.4K,$174.3K - $2.8M
https://yt3.ggpht.com/a/AGF-l79rd_8aGnWeLidR8TH-EaH3zqvx3b61ehOGEg=s88-c-k-c0xffffffff-no-rj-mo,Adult Swim,"8,942","3,799,472","2,741,244,844",US,Entertainment,"Mar 3rd, 2006",A-,"2,247th",704th,"1,220th",$13.8K - $220.8K,$165.6K - $2.6M
https://yt3.ggpht.com/a/AGF-l79WhtDkcqWl39u_HQZ23JmUpmDKxOi7i4GBhA=s88-c-k-c0xffffffff-no-rj-mo,Lovefoodies,263,"215,385","97,121,507",,,"May 23rd, 2017",A-,"74,849th","35,243rd","1,221st",$3.1K - $49.6K,$37.2K - $595.7K
https://yt3.ggpht.com/a/AGF-l7_aFnrH-MMn3l49AVCDA7SBHRhSumpGJHipOg=s88-c-k-c0xffffffff-no-rj-mo,Garena Speed Drifters Thailand,125,"164,501","133,483,627",,,"Dec 13th, 2018",A-,"92,634th","34,856th","1,222nd",$566 - $9.1K,$6.8K - $108.7K
https://yt3.ggpht.com/a/AGF-l78l-uY4H3HgOP6p2m8UXBZCzBQ3ON6XpZ2WZQ=s88-c-k-c0xffffffff-no-rj-mo,fikrifadlu,150,"2,729,413","702,805,847",ID,Entertainment,"Mar 16th, 2015",A-,"3,879th","6,783rd","1,223rd",$18.8K - $301.4K,$226K - $3.6M
https://yt3.ggpht.com/a/AGF-l7_evy2Dvc6NScePFXdNWeuwNC_vO3H-QJKqkA=s88-c-k-c0xffffffff-no-rj-mo,DramaKBS,"95,932","2,074,018","2,207,636,772",KR,Entertainment,"Dec 28th, 2011",A-,"5,595th",985th,"1,224th",$13.9K - $222.3K,$166.7K - $2.7M
https://yt3.ggpht.com/a/AGF-l7-tlll_rGn2YtcYeYkuzVGvMoXh8nm2K0vuLg=s88-c-k-c0xffffffff-no-rj-mo,DaBaby,69,"1,544,328","437,244,088",US,Music,"Jan 28th, 2015",A-,"8,962nd","7,701st","1,225th",$12.8K - $205K,$153.7K - $2.5M
https://yt3.ggpht.com/a/AGF-l7_nkGoRCcQ9xGJj7aip_I7AAEErDhv6MfP-jQ=s88-c-k-c0xffffffff-no-rj-mo,JonasBlueVEVO,68,"2,147,128","2,420,522,815",US,Music,"Dec 7th, 2015",A-,"5,190th",839th,"1,226th",$10.5K - $168.1K,$126.1K - $2M
https://yt3.ggpht.com/a/AGF-l78QqPm75EGMX9oQKk7DUYXe9uFYVIE4_jv_6A=s88-c-k-c0xffffffff-no-rj-mo,Siima Official,"1,042","749,680","211,816,797",IN,Entertainment,"Jul 8th, 2015",A-,"20,406th","27,763rd","1,227th",$3.2K - $50.9K,$38.2K - $610.5K
https://yt3.ggpht.com/a/AGF-l7_0-eR63_KuyYBVr9HUxsQwQbleZHPe7Aro9g=s88-c-k-c0xffffffff-no-rj-mo,Latina.pe,"38,377","3,184,073","2,076,824,878",PE,People,"Jun 8th, 2013",A-,"3,010th","1,049th","1,228th",$10.6K - $169.8K,$127.4K - $2M
https://yt3.ggpht.com/a/AGF-l7_om9oC5f6eeMVEp8tOHFprhZb8gJr9R410OA=s88-c-k-c0xffffffff-no-rj-mo,Deli Mi Ne?,209,"4,477,120","580,464,370",TR,People,"Apr 11th, 2017",A-,"1,686th","5,389th","1,230th",$12.9K - $206K,$154.5K - $2.5M
https://yt3.ggpht.com/a/AGF-l78PY4cSi34gBusI5l9RqOobGWeHHtN7u9KB8w=s88-c-k-c0xffffffff-no-rj-mo,bbosley,21,"1,187,894","522,910,460",,Film,"Dec 2nd, 2006",A-,"15,553rd","5,910th","1,231st",$6.7K - $107.7K,$80.8K - $1.3M
https://yt3.ggpht.com/a/AGF-l78nodCktPoDZJBvUqCDjWR58tCcSaqiYcVwBw=s88-c-k-c0xffffffff-no-rj-mo,Karim Juega,609,"1,098,086","836,096,961",,,"Sep 16th, 2016",A-,"16,270th","4,679th","1,232nd",$20.8K - $332.8K,$249.6K - $4M
https://yt3.ggpht.com/a/AGF-l78r-HI1LpxEWgNhuWCnMzRvWeiZ0Ky7q8aIGA=s88-c-k-c0xffffffff-no-rj-mo,RK Duggal Studios,685,"4,888,007","1,127,837,838",IN,Entertainment,"Mar 14th, 2014",A-,"1,531st","2,651st","1,234th",$4.7K - $74.6K,$56K - $895.5K
https://yt3.ggpht.com/a/AGF-l78l2LlTbNgVN1TzMn5W8Uq6T_MHYUsCqNI0eA=s88-c-k-c0xffffffff-no-rj-mo,Bengali Fairy Tales,159,"2,554,527","847,187,479",AE,Film,"Jun 6th, 2016",A-,"4,237th","3,581st","1,235th",$0 - $0,$0 - $0
https://yt3.ggpht.com/a/AGF-l7_pPoGETxt3V5TUSVn-XCGl2SF02XM-v_15uA=s88-c-k-c0xffffffff-no-rj-mo,Pony Kids,498,"2,668,476","803,830,542",TH,,"May 7th, 2017",A-,"3,922nd","4,273rd","1,236th",$12.9K - $206.7K,$155K - $2.5M
https://yt3.ggpht.com/a/AGF-l7-1NUPg0_zhpp5dokYC48l7F0AeEkYU1vJscg=s88-c-k-c0xffffffff-no-rj-mo,tlc uk,"1,670","3,281,867","1,922,342,793",GB,Entertainment,"Dec 10th, 2012",A-,"2,852nd","1,351st","1,238th",$21.3K - $340.7K,$255.6K - $4.1M
https://yt3.ggpht.com/a/AGF-l78GJikXrHbDUuV4DvzAZ-u2zdlNS9W-Ngtq1g=s88-c-k-c0xffffffff-no-rj-mo,PrimitiveCooking KT,119,"1,096,194","300,528,522",KH,,"Jul 28th, 2018",A-,"15,241st","26,425th","1,239th",$8.9K - $141.7K,$106.2K - $1.7M
https://yt3.ggpht.com/a/AGF-l7-HQsxzlXDd_O92FcVki9UxuDnmvoMV-_HTlw=s88-c-k-c0xffffffff-no-rj-mo,Slipknot,198,"5,073,249","2,092,256,516",US,Music,"Oct 16th, 2006",A-,"1,441st","1,024th","1,241st",$15.4K - $245.8K,$184.3K - $2.9M
https://yt3.ggpht.com/a/AGF-l79v6ao9Qm1idTYPK6oRrSOJg21_Iszubq0z=s88-c-k-c0xffffffff-no-rj-mo,FirstCry Parenting,"1,696","36,646","81,860,217",IN,Entertainment,"Oct 16th, 2010",A-,"336,057th","43,164th","1,242nd",$2K - $31.7K,$23.8K - $380.6K
https://yt3.ggpht.com/a/AGF-l7_iu_6zZQwzyor1kmaWbEnKfHroJ5J7Vlarcw=s88-c-k-c0xffffffff-no-rj-mo,djvlad,"14,652","3,463,862","2,340,888,737",US,Entertainment,"Jul 10th, 2006",A-,"2,624th",908th,"1,243rd",$17.9K - $286.3K,$214.7K - $3.4M
https://yt3.ggpht.com/a/AGF-l7886sc1SHpSLiXUwwX5pP1Z2PBOvpLsFe4WbA=s88-c-k-c0xffffffff-no-rj-mo,Warner Music Italy,"1,149","4,156,310","3,991,960,622",IT,Music,"Sep 23rd, 2010",A-,"1,943rd",389th,"1,244th",$24.9K - $398.8K,$299.1K - $4.8M
https://yt3.ggpht.com/a/AGF-l79pUVX-S0T_wTLmz0aC6UJx8J_dRQ_Qt6rcXg=s88-c-k-c0xffffffff-no-rj-mo,Baby TV كتاكيت بيبي,62,"3,159,932","894,032,485",SA,Film,"Jul 26th, 2010",A-,"3,088th","3,866th","1,245th",$16.7K - $267K,$200.3K - $3.2M
https://yt3.ggpht.com/a/AGF-l7_vFU5qtDPgdkJcifKahdALU4AP2B7VGRQTQA=s88-c-k-c0xffffffff-no-rj-mo,Troom Troom PT,707,"6,141,529","1,271,288,533",,,"Apr 19th, 2015",A-,"1,043rd","2,407th","1,246th",$21.8K - $348.9K,$261.7K - $4.2M
https://yt3.ggpht.com/a/AGF-l78TIL7_GJZdmsXn12x69-PClYs3lmZKv9DP4g=s88-c-k-c0xffffffff-no-rj-mo,INCRÍVEL,"2,627","11,461,803","1,334,026,407",BR,,"Jun 20th, 2017",A-,355th,"1,986th","1,247th",$10.8K - $172.7K,$129.6K - $2.1M
